"bccr_bcm2_0" "cccma_cgcm3_1_t63" "cnrm_cm3" "csiro_mk3_0" "csiro_mk3_5" "giss_aom" "giss_model_e_h" "iap_fgoals1_0_g" "inmcm3_0" "ipsl_cm4" "miub_echo_g" "mri_cgcm2_3_2a"
"2001" 0.339467189801439 0.109552830140444 -0.594912085741669 0.097719378744216 0.185987127027829 -0.0421056085966143 0.156137328485102 0.0133884391397032 0.19837876290984 0.438518920281808 -0.434085736001862 0.113940410678083
"2002" 0.451152238606426 0.138611755035356 -0.323072022989891 0.134060005350989 -0.0104584915600867 -0.288752018505193 0.120690719614004 0.0391581557159384 0.0914013866895402 0.337453888511845 0.129594825498714 0.113390089255176
"2003" 0.75154018861582 0.315975937091821 -0.298894822379964 0.157705319457648 -0.111117061808272 -0.0820801504189603 0.121109894434255 0.0604392451762124 0.466754332734865 0.0248079444696714 0.163851355423731 0.252391566334836
"2004" 1.03590895324112 0.201426768725071 -0.391813569035662 0.139254177672456 0.152665285912349 -0.29705694362832 0.293739762613939 0.144700986491955 0.834790689424722 -0.0229988272091646 0.646378047295343 0.184239723102110
"2005" 0.848475960053918 0.166859086360944 -0.595188146583268 0.151895361733636 0.192082399258027 -0.00225030991708763 0.215764365494124 0.144757100366348 0.657579650281207 -0.238074987722598 0.031520604238608 0.290551787746892
"2006" 0.490332721098468 0.147267905461661 -0.469618835784615 0.138065089902796 0.0705091154681554 -0.130030753028848 0.175577359487590 0.245533937710718 0.141308145642995 -0.0868308560811215 -0.209244736767403 0.307165060887883
"2007" -0.163988699823108 0.330056587029844 -0.447870325767155 0.215940140337693 -0.131355916368477 -0.347822792820239 0.294702283819618 0.0428795820212713 0.245451374891445 0.162949449062921 -0.00581146937491894 0.389352980024853
"2008" -0.372519512020745 0.184010734906565 -0.583780710606447 0.239753301124097 -0.150318929975981 -0.203867090912411 0.305708515117772 -0.0169957412787767 0.119822672173711 0.590464129206964 0.169230277835254 0.181110194409257
"2009" -0.189268199381161 0.243648273082783 -0.401568231676208 0.180528131832318 -0.22540376975536 -0.229528088223333 0.188189966142488 0.0664674567427141 -0.115699829372090 0.549312732690964 -0.331374438984540 0.052195309998126
"2010" 0.140790465960265 0.238685184631379 -0.719058206359307 0.167778690893499 -0.166915713213143 -0.193581724694411 0.338292775402863 0.0704654244582343 -0.106992696315046 0.765068481357162 -0.455501596396743 0.221231170215844
